identity,perc_skipped,Hcountry_code,apporder,apsa_order,favorder,hopkins_order,ideoorder,more,partyorder,points,polarization_order,posneg,rand_fact10,rand_fact12,rand_fact13,rand_fact14,rand_fact19,rand_fact4,rand_fact5,rand_fact6,rand_fact7,rand_fact8,rand_fact9,reverse,tate_order,type,invalidrank,r1,r2,r3,r4,r5,r6,follow_up,immigrant,birthyr,age,age4,respondent_status,consent,gender3,gender3_other,race,race4,hispanic,educ,educ4,pid3,pid3_t,pid7,pid7others,TernovskyScreener2_1,TernovskyScreener2_2,TernovskyScreener2_3,TernovskyScreener2_4,TernovskyScreener2_5,rand_1_ranking,no_context_3,no_context_3_1,no_context_3_2,no_context_3_3,no_context_4,no_context_4_1,no_context_4_2,no_context_4_3,no_context_4_4,tate_order_q,anc_tate_1993,anc_tate_1993_1,anc_tate_1993_2,anc_tate_1993_3,app_tate_1993,app_tate_1993_1,app_tate_1993_2,app_tate_1993_3,berinskyscreener_1,berinskyscreener_2,berinskyscreener_3,berinskyscreener_4,berinskyscreener_5,berinskyscreener_6,berinskyscreener_7,berinskyscreener_8,berinskyscreener_9,berinskyscreener_10,berinskyscreener_11,berinskyscreener_12,berinskyscreener_13,berinskyscreener_14,berinskyscreener_15,berinskyscreener_16,berinskyscreener_17,berinskyscreener_18,hopkins_order_q,identityhopkins,identityhopkins_1,identityhopkins_2,identityhopkins_3,identityhopkins_4,app_identity,app_identity_1,app_identity_2,app_identity_3,app_identity_4,rand_2_ranking,alpha,alpha_1,alpha_2,alpha_3,alpha_4,exact,exact_1,exact_2,exact_3,exact_4,hobbies_1,hobbies_2,hobbies_3,hobbies_4,hobbies_5,hobbies_6,hobbies_7,hobbies_8,hobbies_t,socialize,polarization_order_q,holidays,holidays_1,holidays_2,holidays_3,holidays_4,holidays_5,appaffectivepolar,appaffectivepolar_1,appaffectivepolar_2,appaffectivepolar_3,appaffectivepolar_4,appaffectivepolar_5,apsa_order_q,esystems,esystems_1,esystems_2,esystems_3,esystems_4,esystems_5,esystems_6,esystems_app,esystems_app_1,esystems_app_2,esystems_app_3,esystems_app_4,esystems_app_5,esystems_app_6,rand_3_ranking,esalphabet,esalphabet_1,esalphabet_2,esalphabet_3,esalphabet_4,esalphabet_5,esalphabet_6,estemporal,estemporal_1,estemporal_2,estemporal_3,estemporal_4,estemporal_5,estemporal_6,inputstate,region,area,rand_4_ranking,rand_5_ranking,app_tate_1993_repeat,app_tate_1993_repeat_1,app_tate_1993_repeat_2,app_tate_1993_repeat_3,app_identity_repeat,app_identity_repeat_1,app_identity_repeat_2,app_identity_repeat_3,app_identity_repeat_4,appaffectivepolar_repeat,appaffectivepolar_repeat_1,appaffectivepolar_repeat_2,appaffectivepolar_repeat_3,appaffectivepolar_repeat_4,appaffectivepolar_repeat_5,esystems_app_repeat,esystems_app_repeat_1,esystems_app_repeat_2,esystems_app_repeat_3,esystems_app_repeat_4,esystems_app_repeat_5,esystems_app_repeat_6,police,reform,gun,abortion,environment,faminc_new,religpew,religpew_t,newsint,ideo7,votereg,votereg2,turnout20post,presvote20post,presvote20post_t,turnout22post,housevote22post,housevote22post_t,freeform
35,50,NA,1,1,0,1,1,1,0,1000,1,1,2549999,124863363,1731348195,80143496496,1.21435E+17,6,19,600,4885,40309,252491,0,1,monkey,-9,-9,-9,-9,-9,-9,-9,-9,5,1936,-9,9,99,9,9,__NA__,99,9,8,2,9,9,__NA__,99,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,__NA__,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,36,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,98,99,__NA__,2,99,2,9,8,8,__NA__,8,8,__NA__,__NA__
33,56,NA,1,0,1,0,1,1,0,1000,0,0,1906658,259470200,982680577,50120468303,9.9154E+16,16,79,387,4695,11463,340200,1,1,monkey,-9,-9,-9,-9,-9,-9,-9,-9,4,1936,-9,9,99,9,9,__NA__,99,9,8,4,9,9,__NA__,99,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,__NA__,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,98,99,__NA__,8,99,1,9,8,8,__NA__,8,8,__NA__,__NA__
30,50,NA,1,1,0,1,1,0,0,1000,1,0,44064,312555657,557159455,16484041026,6.16242E+16,1,116,79,823,9089,347246,1,0,monkey,-9,-9,-9,-9,-9,-9,-9,-9,3,1936,-9,9,99,9,9,__NA__,99,9,8,6,9,9,__NA__,99,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,__NA__,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,98,99,__NA__,1,99,1,9,8,8,__NA__,8,8,__NA__,__NA__
34,67,NA,1,0,0,1,1,1,1,1000,0,0,2229664,168886058,4279178150,33716634259,5.28222E+16,0,7,5,2279,38288,77567,0,0,monkey,-9,-9,-9,-9,-9,-9,-9,-9,3,1957,-9,9,99,9,9,__NA__,99,9,8,5,9,9,__NA__,99,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,__NA__,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,998,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,98,99,__NA__,8,99,1,9,8,8,__NA__,8,8,__NA__,__NA__
37,61,NA,0,1,0,1,1,1,0,1000,0,1,1771895,409312013,1067511898,33979276785,7.43838E+16,8,96,224,4357,6921,166437,1,0,monkey,-9,-9,-9,-9,-9,-9,-9,-9,2,1946,-9,9,99,9,9,__NA__,99,9,8,5,9,9,__NA__,99,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,__NA__,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,98,99,__NA__,8,99,1,9,8,8,__NA__,8,8,__NA__,__NA__
36,56,NA,0,0,0,0,1,1,1,1000,1,1,1418833,144448948,2494631019,3938174561,2.8277E+16,3,108,478,2040,17268,207231,0,0,monkey,-9,-9,-9,-9,-9,-9,-9,-9,5,1950,-9,9,99,9,9,__NA__,99,9,8,5,9,9,__NA__,99,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,__NA__,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,25,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,98,99,__NA__,8,99,1,9,8,8,__NA__,8,8,__NA__,__NA__
39,61,NA,1,0,1,0,1,1,1,1000,0,0,1962688,384979153,2141589481,19498778021,1.19701E+17,12,97,158,4340,24790,176550,1,1,monkey,-9,-9,-9,-9,-9,-9,-9,-9,2,1939,-9,9,99,9,9,__NA__,99,9,8,6,9,9,__NA__,99,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,__NA__,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,98,99,__NA__,8,99,1,9,8,8,__NA__,8,8,__NA__,__NA__
40,50,NA,1,1,0,1,0,1,0,1000,1,1,1807829,438797204,4921542579,25548302808,6.46608E+16,5,57,55,3852,2889,301512,1,0,monkey,-9,-9,-9,-9,-9,-9,-9,-9,4,1963,-9,9,99,9,9,__NA__,99,9,8,6,9,9,__NA__,99,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,__NA__,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,36,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,98,99,__NA__,3,99,1,9,8,8,__NA__,8,8,__NA__,__NA__
42,56,NA,0,0,1,0,1,1,0,1000,1,1,1512566,362032216,3474253419,64412528949,6.33006E+16,17,55,437,1850,33432,82804,1,0,monkey,-9,-9,-9,-9,-9,-9,-9,-9,2,1954,-9,9,99,9,9,__NA__,99,9,8,5,9,9,__NA__,99,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,__NA__,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,26,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,98,99,__NA__,8,99,1,9,8,8,__NA__,8,8,__NA__,__NA__
43,67,NA,0,0,1,1,1,1,0,1000,0,0,1691794,21488206,2658800180,54890108063,7.6835E+16,11,75,426,4325,14166,59289,1,1,monkey,-9,-9,-9,-9,-9,-9,-9,-9,2,1938,-9,9,99,9,9,__NA__,99,9,8,5,9,9,__NA__,99,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,__NA__,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,998,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,98,99,__NA__,8,99,1,9,8,8,__NA__,8,8,__NA__,__NA__
45,56,NA,0,1,0,0,0,0,0,1000,1,0,2830522,415933547,461927565,48602967093,5.85302E+16,17,51,153,1971,4167,88920,0,0,monkey,-9,-9,-9,-9,-9,-9,-9,-9,1,1945,-9,9,99,9,9,__NA__,99,9,8,4,9,9,__NA__,99,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,__NA__,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,98,99,__NA__,8,99,1,9,8,8,__NA__,8,8,__NA__,__NA__
46,56,NA,1,0,1,1,0,1,1,1000,1,1,483946,68085330,3179190216,25538352977,9.7724E+14,14,77,395,3786,29627,245498,1,0,monkey,-9,-9,-9,-9,-9,-9,-9,-9,2,1970,-9,9,99,9,9,__NA__,99,9,8,6,9,9,__NA__,99,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,__NA__,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,51,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,98,99,__NA__,8,99,1,9,8,8,__NA__,8,8,__NA__,__NA__
47,56,NA,0,0,0,1,1,1,1,1000,1,1,3485297,170749167,1101706992,13144944313,3.16133E+16,20,3,221,1529,34239,330869,0,1,monkey,-9,-9,-9,-9,-9,-9,-9,-9,2,1946,-9,9,99,9,9,__NA__,99,9,8,3,9,9,__NA__,99,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,__NA__,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,98,99,__NA__,8,99,1,9,8,8,__NA__,8,8,__NA__,__NA__
44,56,NA,1,0,0,1,1,0,0,1000,1,1,1553090,193885043,2227967266,29622780610,8.74888E+16,0,14,210,5023,5406,280657,1,0,monkey,-9,-9,-9,-9,-9,-9,-9,-9,5,1963,-9,9,99,9,9,__NA__,99,9,8,6,9,9,__NA__,99,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,__NA__,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,27,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,98,99,__NA__,8,99,1,9,8,8,__NA__,8,8,__NA__,__NA__
50,56,NA,0,0,1,0,1,0,1,1000,1,1,1878,438114445,792133461,64956336537,7.12935E+16,21,87,474,1683,32323,175329,1,1,monkey,-9,-9,-9,-9,-9,-9,-9,-9,5,1955,-9,9,99,9,9,__NA__,99,9,8,4,9,9,__NA__,99,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,__NA__,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,98,99,__NA__,8,99,1,9,8,8,__NA__,8,8,__NA__,__NA__
51,6,NA,1,0,1,0,0,1,1,1000,0,1,2810261,449960767,3116417208,15087695629,8.54584E+16,16,45,103,4762,30398,280637,0,0,monkey,-9,-9,-9,-9,-9,-9,-9,-9,4,1950,-9,9,99,9,9,__NA__,99,9,2,5,9,9,__NA__,99,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,__NA__,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,34,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,99,__NA__,1,99,1,9,1,2,__NA__,1,2,__NA__,__NA__
52,56,NA,1,0,1,1,0,0,0,1000,1,1,2450194,224166497,2451220164,40567933849,3.5677E+16,1,39,155,3962,21775,72516,0,1,monkey,-9,-9,-9,-9,-9,-9,-9,-9,1,1976,-9,9,99,9,9,__NA__,99,9,8,5,9,9,__NA__,99,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,__NA__,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,17,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,98,99,__NA__,8,99,1,9,8,8,__NA__,8,8,__NA__,__NA__
54,56,NA,0,1,0,1,0,0,1,1000,1,0,844005,37185888,500836732,70053630847,1.38588E+16,0,25,108,1188,13531,44241,0,1,monkey,-9,-9,-9,-9,-9,-9,-9,-9,2,1950,-9,9,99,9,9,__NA__,99,9,8,4,9,9,__NA__,99,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,__NA__,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,34,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,98,99,__NA__,8,99,1,9,8,8,__NA__,8,8,__NA__,__NA__
53,67,NA,0,0,1,1,0,0,0,1000,1,1,3595192,56455923,5271943268,54417191359,5.60883E+16,7,81,115,1032,22323,137580,1,0,monkey,-9,-9,-9,-9,-9,-9,-9,-9,1,1978,-9,9,99,9,9,__NA__,99,9,8,2,9,9,__NA__,99,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,__NA__,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,998,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,98,99,__NA__,8,99,1,9,8,8,__NA__,8,8,__NA__,__NA__
55,50,NA,1,1,0,1,0,0,1,1000,0,1,1867973,294220307,3029971067,51500477772,3.57999E+16,13,87,401,2670,1992,329384,0,1,monkey,-9,-9,-9,-9,-9,-9,-9,-9,2,1980,-9,9,99,9,9,__NA__,99,9,8,5,9,9,__NA__,99,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,__NA__,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,98,99,__NA__,8,99,1,9,8,8,__NA__,8,8,__NA__,__NA__
58,50,NA,1,0,1,0,0,0,1,1000,0,0,2012591,294781119,4383610647,72857788390,9.15877E+16,16,70,376,4748,22777,237527,1,0,monkey,-9,-9,-9,-9,-9,-9,-9,-9,4,1931,-9,9,99,9,9,__NA__,99,9,8,6,9,9,__NA__,99,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,__NA__,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,98,99,__NA__,1,99,1,9,8,8,__NA__,8,8,__NA__,__NA__
60,56,NA,1,0,0,1,0,0,0,1000,0,0,3284659,134174894,3758640625,6131489825,8.55608E+16,20,21,286,414,32440,49341,1,1,monkey,-9,-9,-9,-9,-9,-9,-9,-9,2,1936,-9,9,99,9,9,__NA__,99,9,8,5,9,9,__NA__,99,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,__NA__,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,98,99,__NA__,8,99,1,9,8,8,__NA__,8,8,__NA__,__NA__
59,44,NA,1,0,0,1,0,0,1,1000,0,0,99203,254439683,5068240448,59561371622,1.01821E+17,14,8,458,2955,37802,162356,0,1,monkey,-9,-9,-9,-9,-9,-9,-9,-9,1,1975,-9,9,99,9,9,__NA__,99,9,8,3,9,9,__NA__,99,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,__NA__,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,98,99,__NA__,1,99,1,9,8,8,__NA__,8,8,__NA__,__NA__
56,67,NA,0,0,1,1,0,0,1,1000,1,0,1809972,135153644,1332163157,75092125788,6.03518E+15,4,17,316,5037,31659,161870,0,1,monkey,-9,-9,-9,-9,-9,-9,-9,-9,5,1944,-9,9,99,9,9,__NA__,99,9,8,3,9,9,__NA__,99,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,__NA__,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,998,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,98,99,__NA__,8,99,1,9,8,8,__NA__,8,8,__NA__,__NA__
64,50,NA,0,0,1,1,1,1,1,1000,0,0,64587,104029215,5624453790,25855263311,6.77378E+16,18,36,10,680,12785,319434,1,1,monkey,-9,-9,-9,-9,-9,-9,-9,-9,5,1928,-9,9,99,9,9,__NA__,99,9,8,4,9,9,__NA__,99,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,__NA__,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,35,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,98,99,__NA__,1,99,1,9,8,8,__NA__,8,8,__NA__,__NA__
